01001=AGAWAM, MA
55808=DULUTH, MN
55810=PROCTOR, MN
55811=HERMANTOWN, MN
55812=DULUTH, MN
55901=ROCHESTER, MN
55902=ROCHESTER, MN
55904=ROCHESTER, MN
55906=ROCHESTER, MN
55909=ADAMS, MN
55910=ALTURA, MN
55912=AUSTIN, MN
55917=BLOOMING PRAIRIE, MN
55918=BROWNSDALE, MN
55919=BROWNSVILLE, MN
55920=BYRON, MN
55921=CALEDONIA, MN
55922=CANTON, MN
55923=CHATFIELD, MN
55924=CLAREMONT, MN
55925=DAKOTA, MN
55926=DEXTER, MN
55927=DODGE CENTER, MN
55929=DOVER, MN
55932=ELGIN, MN
55933=ELKTON, MN
55934=VIOLA, MN
55935=FOUNTAIN, MN
55936=GRAND MEADOW, MN
55937=GRANGER, MN
55939=HARMONY, MN
55940=HAYFIELD, MN
55941=HOKAH, MN
55943=HOUSTON, MN
55944=KASSON, MN
55945=THEILMAN, MN
55946=KENYON, MN
55947=LA CRESCENT, MN
55949=LANESBORO, MN
55951=LE ROY, MN
55952=LEWISTON, MN
55953=LYLE, MN
55954=MABEL, MN
55955=MANTORVILLE, MN
55956=MAZEPPA, MN
55957=MILLVILLE, MN
55959=MINNESOTA CITY, MN
55960=ORONOCO, MN
55961=OSTRANDER, MN
55962=PETERSON, MN
55963=PINE ISLAND, MN
55964=PLAINVIEW, MN
55965=PRESTON, MN
55967=RACINE, MN
55969=ROLLINGSTONE, MN
55970=ROSE CREEK, MN
55971=RUSHFORD, MN
55972=SAINT CHARLES, MN
55973=SARGEANT, MN
55974=SPRING GROVE, MN
55975=SPRING VALLEY, MN
55976=STEWARTVILLE, MN
55977=TAOPI, MN
55978=THEILMAN, MN
55979=UTICA, MN
55981=WABASHA, MN
55982=WALTHAM, MN
55983=WANAMINGO, MN
55985=WEST CONCORD, MN
55986=WHALAN, MN
55987=GOODVIEW, MN
55990=WYKOFF, MN
55991=HAMMOND, MN
55992=ZUMBROTA, MN
56001=MANKATO, MN
56003=NORTH MANKATO, MN
56007=ALBERT LEA, MN
56009=ALDEN, MN
56010=AMBOY, MN
56011=BELLE PLAINE, MN
56013=BLUE EARTH, MN
56014=BRICELYN, MN
56016=CLARKS GROVE, MN
56017=CLEVELAND, MN
56019=COMFREY, MN
56020=CONGER, MN
56021=COURTLAND, MN
56022=DARFUR, MN
56023=DELAVAN, MN
56024=EAGLE LAKE, MN
56025=EASTON, MN
56026=ELLENDALE, MN
56027=ELMORE, MN
56028=ELYSIAN, MN
56029=EMMONS, MN
56030=ESSIG, MN
56031=FAIRMONT, MN
56032=FREEBORN, MN
56033=FROST, MN
56034=GARDEN CITY, MN
56035=GENEVA, MN
56036=GLENVILLE, MN
56037=GOOD THUNDER, MN
56039=GRANADA, MN
56041=HANSKA, MN
56042=HARTLAND, MN
56043=HAYWARD, MN
56044=HENDERSON, MN
56045=HOLLANDALE, MN
56046=HOPE, MN
56047=HUNTLEY, MN
56048=JANESVILLE, MN
56050=KASOTA, MN
56051=KIESTER, MN
56052=KILKENNY, MN
56054=LAFAYETTE, MN
56055=LAKE CRYSTAL, MN
56057=LE CENTER, MN
56058=LE SUEUR, MN
56060=LEWISVILLE, MN
56061=LONDON, MN
56062=MADELIA, MN
56063=MADISON LAKE, MN
56064=MANCHESTER, MN
56065=MAPLETON, MN
56067=MERIDEN, MN
56068=MINNESOTA LAKE, MN
56069=MONTGOMERY, MN
56071=NEW PRAGUE, MN
56072=NEW RICHLAND, MN
56073=NEW ULM, MN
56074=NICOLLET, MN
56075=NORTHROP, MN
56076=OAKLAND, MN
56077=OTISCO, MN
56078=PEMBERTON, MN
56080=SAINT CLAIR, MN
56081=SAINT JAMES, MN
56082=SAINT PETER, MN
56083=SANBORN, MN
56085=SLEEPY EYE, MN
56087=SPRINGFIELD, MN
56088=TRUMAN, MN
56089=TWIN LAKES, MN
56090=VERNON CENTER, MN
56091=WALDORF, MN
56092=WALTERS, MN
56093=WASECA, MN
56096=WATERVILLE, MN
56097=WELLS, MN
56098=WINNEBAGO, MN
56101=WILDER, MN
56110=ADRIAN, MN
56111=ALPHA, MN
56112=AMIRET, MN
56113=ARCO, MN
56114=AVOCA, MN
56115=BALATON, MN
56116=BEAVER CREEK, MN
56117=BIGELOW, MN
56118=BINGHAM LAKE, MN
56119=BREWSTER, MN
56120=BUTTERFIELD, MN
56121=CEYLON, MN
56122=CHANDLER, MN
56123=CURRIE, MN
56124=DELFT, MN
56125=DOVRAY, MN
56126=DUNDEE, MN
56127=DUNNELL, MN
56128=EDGERTON, MN
56129=ELLSWORTH, MN
56130=56130, MN
56131=FULDA, MN
56132=GARVIN, MN
56133=HADLEY, MN
56134=HARDWICK, MN
56135=56135, MN
56136=HENDRICKS, MN
56137=HERON LAKE, MN
56138=HILLS, MN
56139=HOLLAND, MN
56141=IONA, MN
56142=IVANHOE, MN
56143=JACKSON, MN
56144=JASPER, MN
56145=JEFFERS, MN
56146=KANARANZI, MN
56147=KENNETH, MN
56149=LAKE BENTON, MN
56150=LAKEFIELD, MN
56151=LAKE WILSON, MN
56152=LAMBERTON, MN
56153=LEOTA, MN
56155=LISMORE, MN
56156=LUVERNE, MN
56157=LYND, MN
56158=MAGNOLIA, MN
56159=MOUNTAIN LAKE, MN
56160=ODIN, MN
56161=OKABENA, MN
56162=ORMSBY, MN
56164=HATFIELD, MN
56165=READING, MN
56166=REVERE, MN
56167=ROUND LAKE, MN
56168=RUSHMORE, MN
56169=RUSSELL, MN
56170=FLORENCE, MN
56171=SHERBURN, MN
56172=SLAYTON, MN
56173=STEEN, MN
56174=STORDEN, MN
56175=TRACY, MN
56176=TRIMONT, MN
56178=TYLER, MN
56179=VERDI, MN
56180=WALNUT GROVE, MN
56181=WELCOME, MN
56183=WESTBROOK, MN
56185=WILMONT, MN
56186=WOODSTOCK, MN
56187=WORTHINGTON, MN
56201=WILLMAR, MN
56207=ALBERTA, MN
56208=APPLETON, MN
56209=ATWATER, MN
56210=BARRY, MN
56211=BEARDSLEY, MN
56212=BELLINGHAM, MN
56214=BELVIEW, MN
56215=BENSON, MN
56216=SVEA, MN
56218=BOYD, MN
56219=BROWNS VALLEY, MN
56220=CANBY, MN
56221=CHOKIO, MN
56222=CLARA CITY, MN
56223=CLARKFIELD, MN
56224=CLEMENTS, MN
56225=CLINTON, MN
56226=CLONTARF, MN
56227=CORRELL, MN
56228=COSMOS, MN
56229=COTTONWOOD, MN
56230=DANUBE, MN
56231=DANVERS, MN
56232=DAWSON, MN
56233=DE GRAFF, MN
56235=DONNELLY, MN
56236=DUMONT, MN
56237=ECHO, MN
56238=EVAN, MN
56239=GHENT, MN
56240=GRACEVILLE, MN
56241=GRANITE FALLS, MN
56243=GROVE CITY, MN
56244=HANCOCK, MN
56245=HANLEY FALLS, MN
56246=HAWICK, MN
56247=HAZEL RUN, MN
56248=HERMAN, MN
56249=HOLLOWAY, MN
56250=JOHNSON, MN
56251=KANDIYOHI, MN
56252=KERKHOVEN, MN
56253=LAKE LILLIAN, MN
56254=LOUISBURG, MN
56255=LUCAN, MN
56256=MADISON, MN
56257=MARIETTA, MN
56258=MARSHALL, MN
56260=MAYNARD, MN
56262=MILAN, MN
56263=MILROY, MN
56264=MINNEOTA, MN
56265=MONTEVIDEO, MN
56266=MORGAN, MN
56267=MORRIS, MN
56270=MORTON, MN
56271=MURDOCK, MN
56272=NASSAU, MN
56273=NEW LONDON, MN
56274=NORCROSS, MN
56276=ODESSA, MN
56277=OLIVIA, MN
56278=ORTONVILLE, MN
56279=PENNOCK, MN
56280=PORTER, MN
56281=PRINSBURG, MN
56282=RAYMOND, MN
56283=DELHI, MN
56284=RENVILLE, MN
56285=SACRED HEART, MN
56286=SAINT LEO, MN
56287=SEAFORTH, MN
56288=SPICER, MN
56289=SUNBURG, MN
56290=56290, MN
56291=TAUNTON, MN
56292=VESTA, MN
56293=WABASSO, MN
56294=WANDA, MN
56295=WATSON, MN
56296=WHEATON, MN
56297=WOOD LAKE, MN
56301=SAINT CLOUD, MN
56303=SAINT CLOUD, MN
56304=SAINT CLOUD, MN
56307=ALBANY, MN
56308=ALEXANDRIA, MN
56309=ASHBY, MN
56310=AVON, MN
56311=BARRETT, MN
56312=BELGRADE, MN
56313=BOCK, MN
56314=BOWLUS, MN
56315=BRANDON, MN
56316=BROOTEN, MN
56318=BURTRUM, MN
56319=CARLOS, MN
56320=COLD SPRING, MN
56323=CYRUS, MN
56324=DALTON, MN
56326=EVANSVILLE, MN
56327=FARWELL, MN
56328=FLENSBURG, MN
56329=FOLEY, MN
56330=FORESTON, MN
56331=FREEPORT, MN
56332=GARFIELD, MN
56333=GILMAN, MN
56334=GLENWOOD, MN
56336=GREY EAGLE, MN
56338=HILLMAN, MN
56339=HOFFMAN, MN
56340=HOLDINGFORD, MN
56341=HOLMES CITY, MN
56342=ISLE, MN
56343=KENSINGTON, MN
56345=LITTLE FALLS, MN
56347=LITTLE SAUK, MN
56349=LOWRY, MN
56350=MC GRATH, MN
56352=MELROSE, MN
56353=MILACA, MN
56354=MILTONA, MN
56355=NELSON, MN
56357=OAK PARK, MN
56358=OGILVIE, MN
56359=ONAMIA, MN
56360=OSAKIS, MN
56361=PARKERS PRAIRIE, MN
56362=PAYNESVILLE, MN
56363=PEASE, MN
56364=PIERZ, MN
56367=RICE, MN
56368=RICHMOND, MN
56373=ROYALTON, MN
56374=SAINT JOSEPH, MN
56375=SAINT STEPHEN, MN
56377=SARTELL, MN
56378=SAUK CENTRE, MN
56379=SAUK RAPIDS, MN
56380=SEDAN, MN
56381=STARBUCK, MN
56382=SWANVILLE, MN
56384=UPSALA, MN
56385=VILLARD, MN
56386=WAHKON, MN
56387=WAITE PARK, MN
56389=WEST UNION, MN
56401=EAST GULL LAKE, MN
56431=AITKIN, MN
56433=AKELEY, MN
56434=ALDRICH, MN
56435=BACKUS, MN
56437=BERTHA, MN
56438=BROWERVILLE, MN
56440=CLARISSA, MN
56441=CROSBY, MN
56442=CROSSLAKE, MN
56443=CUSHING, MN
56444=DEERWOOD, MN
56446=EAGLE BEND, MN
56447=EMILY, MN
56448=FIFTY LAKES, MN
56449=FORT RIPLEY, MN
56450=GARRISON, MN
56452=HACKENSACK, MN
56453=HEWITT, MN
56455=IRONTON, MN
56456=JENKINS, MN
56458=LAKE GEORGE, MN
56460=LAKE ITASCA, MN
56461=LAPORTE, MN
56463=MANHATTAN BEACH, MN
56464=MENAHGA, MN
56465=MERRIFIELD, MN
56466=LEADER, MN
56467=NEVIS, MN
56468=LAKE SHORE, MN
56469=PALISADE, MN
56470=PARK RAPIDS, MN
56472=PEQUOT LAKES, MN
56473=PILLAGER, MN
56474=PINE RIVER, MN
56475=RANDALL, MN
56477=SEBEKA, MN
56479=STAPLES, MN
56481=VERNDALE, MN
56482=WADENA, MN
56484=WALKER, MN
56485=WHIPHOLT, MN
56501=DETROIT LAKES, MN
56510=LOCKHART, MN
56511=AUDUBON, MN
56513=BAKER, MN
56514=DOWNER, MN
56515=BATTLE LAKE, MN
56516=BEJOU, MN
56517=BELTRAMI, MN
56518=BLUFFTON, MN
56519=BORUP, MN
56520=BRECKENRIDGE, MN
56521=CALLAWAY, MN
56522=DORAN, MN
56523=ELDRED, MN
56524=CLITHERALL, MN
56525=COMSTOCK, MN
56527=DEER CREEK, MN
56528=DENT, MN
56529=DILWORTH, MN
56531=ELBOW LAKE, MN
56533=ELIZABETH, MN
56534=ERHARD, MN
56535=ERSKINE, MN
56536=FELTON, MN
56537=CARLISLE, MN
56540=FERTILE, MN
56542=FOSSTON, MN
56543=FOXHOME, MN
56544=FRAZEE, MN
56545=GARY, MN
56546=GEORGETOWN, MN
56547=GLYNDON, MN
56548=HALSTAD, MN
56549=ROLLAG, MN
56550=HENDRUM, MN
56551=HENNING, MN
56552=HITTERDAL, MN
56553=KENT, MN
56554=LAKE PARK, MN
56556=MCINTOSH, MN
56557=MAHNOMEN, MN
56560=MOORHEAD, MN
56565=NASHUA, MN
56566=NAYTAHWAUSH, MN
56567=NEW YORK MILLS, MN
56568=NIELSVILLE, MN
56569=OGEMA, MN
56570=OSAGE, MN
56571=OTTERTAIL, MN
56572=PELICAN RAPIDS, MN
56573=PERHAM, MN
56574=PERLEY, MN
56575=PONSFORD, MN
56576=RICHVILLE, MN
56577=RICHWOOD, MN
56578=ROCHERT, MN
56579=ROTHSAY, MN
56580=SABIN, MN
56581=SHELLY, MN
56583=TENNEY, MN
56584=TWIN VALLEY, MN
56585=ULEN, MN
56586=UNDERWOOD, MN
56587=VERGAS, MN
56588=VINING, MN
56589=WAUBUN, MN
56590=WENDELL, MN
56592=WINGER, MN
56593=WOLF LAKE, MN
56594=WOLVERTON, MN
56601=BEMIDJI, MN
56621=BAGLEY, MN
56623=BAUDETTE, MN
56625=56625, MN
56626=BENA, MN
56627=BIG FALLS, MN
56628=BIGFORK, MN
56629=BIRCHDALE, MN
56630=BLACKDUCK, MN
56632=BOY RIVER, MN
56633=CASS LAKE, MN
56634=CLEARBROOK, MN
56636=DEER RIVER, MN
56637=TALMOON, MN
56639=EFFIE, MN
56641=FEDERAL DAM, MN
56644=GONVICK, MN
56646=GULLY, MN
56647=HINES, MN
56649=INTERNATIONAL FA, MN
56650=KELLIHER, MN
56651=LENGBY, MN
56652=LEONARD, MN
56653=LITTLEFORK, MN
56654=LOMAN, MN
56655=LONGVILLE, MN
56657=MARCELL, MN
56659=MAX, MN
56660=MIZPAH, MN
56661=NORTHOME, MN
56662=OUTING, MN
56663=PENNINGTON, MN
56665=PITT, MN
56666=PONEMAH, MN
56667=PUPOSKY, MN
56668=RANIER, MN
56669=RAY, MN
56670=REDBY, MN
56671=REDLAKE, MN
56672=REMER, MN
56673=ROOSEVELT, MN
56674=SAUM, MN
56676=SHEVLIN, MN
56678=SOLWAY, MN
56680=SPRING LAKE, MN
56681=SQUAW LAKE, MN
56682=SWIFT, MN
56683=TENSTRIKE, MN
56684=TRAIL, MN
56685=WASKISH, MN
56686=WILLIAMS, MN
56687=WILTON, MN
56688=WIRT, MN
56701=THIEF RIVER FALL, MN
56710=ALVARADO, MN
56711=ANGLE INLET, MN
56712=ANGUS, MN
56713=ARGYLE, MN
56714=BADGER, MN
56715=BROOKS, MN
56716=CROOKSTON, MN
56720=DONALDSON, MN
56721=EAST GRAND FORKS, MN
56722=EUCLID, MN
56723=FISHER, MN
56724=GATZKE, MN
56725=GOODRIDGE, MN
56726=GREENBUSH, MN
56727=GRYGLA, MN
56728=HALLOCK, MN
56729=HALMA, MN
56732=KARLSTAD, MN
56733=KENNEDY, MN
56734=LAKE BRONSON, MN
56735=ORLEANS, MN
56736=MENTOR, MN
56737=MIDDLE RIVER, MN
56738=NEWFOLDEN, MN
56740=NOYES, MN
56741=OAK ISLAND, MN
56742=OKLEE, MN
56744=OSLO, MN
56748=PLUMMER, MN
56750=RED LAKE FALLS, MN
56751=PENCER, MN
56754=SAINT HILAIRE, MN
56755=SAINT VINCENT, MN
56756=SALOL, MN
56757=STEPHEN, MN
56758=STRANDQUIST, MN
56759=STRATHCONA, MN
56760=VIKING, MN
56761=WANNASKA, MN
56762=RADIUM, MN
56763=WARROAD, MN
57001=ALCESTER, SD
57002=AURORA, SD
57003=BALTIC, SD
57004=BERESFORD, SD
57005=CORSON, SD
57006=BROOKINGS, SD
57010=BURBANK, SD
57012=CANISTOTA, SD
57013=CANTON, SD
57014=CENTERVILLE, SD
57015=CHANCELLOR, SD
57016=CHESTER, SD
57017=COLMAN, SD
57018=COLTON, SD
57020=CROOKS, SD
57021=DAVIS, SD
57022=DELL RAPIDS, SD
57024=EGAN, SD
57025=ELK POINT, SD
57026=ELKTON, SD
57027=FAIRVIEW, SD
57028=FLANDREAU, SD
57029=FREEMAN, SD
57030=GARRETSON, SD
57031=GAYVILLE, SD
57032=HARRISBURG, SD
57033=HARTFORD, SD
57034=HUDSON, SD
57035=HUMBOLDT, SD
57036=HURLEY, SD
57037=IRENE, SD
57038=JEFFERSON, SD
57039=LENNOX, SD
57040=LESTERVILLE, SD
57042=MADISON, SD
57043=MARION, SD
57044=MECKLING, SD
57045=MENNO, SD
57046=MISSION HILL, SD
57047=MONROE, SD
57048=MONTROSE, SD
57049=DAKOTA DUNES, SD
57050=NUNDA, SD
57051=OLDHAM, SD
57052=OLIVET, SD
57053=PARKER, SD
57054=RAMONA, SD
57055=RENNER, SD
57057=RUTLAND, SD
57058=SALEM, SD
57059=SCOTLAND, SD
57060=SHERMAN, SD
57061=SINAI, SD
57062=SPRINGFIELD, SD
57063=TABOR, SD
57064=TEA, SD
57065=TRENT, SD
57066=TYNDALL, SD
57067=UTICA, SD
57068=VALLEY SPRINGS, SD
57069=VERMILLION, SD
57070=VIBORG, SD
57071=VOLGA, SD
57072=VOLIN, SD
57073=WAKONDA, SD
57074=WARD, SD
57075=WENTWORTH, SD
57076=WINFRED, SD
57077=WORTHING, SD
57078=YANKTON, SD
57102=SIOUX FALLS, SD
57103=SIOUX FALLS, SD
57104=SIOUX FALLS, SD
57105=SIOUX FALLS, SD
57106=SIOUX FALLS, SD
57107=SIOUX FALLS, SD
57115=BUFFALO RIDGE, SD
57116=SIOUX FALLS, SD
57201=WATERTOWN, SD
57202=WAVERLY, SD
57212=ARLINGTON, SD
57213=ASTORIA, SD
57214=BADGER, SD
57216=BIG STONE CITY, SD
57217=BRADLEY, SD
57218=BRANDT, SD
57219=BUTLER, SD
57220=BRUCE, SD
57221=BRYANT, SD
57223=CASTLEWOOD, SD
57224=CLAIRE CITY, SD
57225=CLARK, SD
57226=ALTAMONT, SD
57227=CORONA, SD
57230=57230, SD
57231=DE SMET, SD
57232=EDEN, SD
57233=ERWIN, SD
57234=DEMPSTER, SD
57235=FLORENCE, SD
57236=GARDEN CITY, SD
57237=GARY, SD
57238=BEMIS, SD
57239=GRENVILLE, SD
57241=HAYTI, SD
57242=HAZEL, SD
57243=HENRY, SD
57244=HETLAND, SD
57245=KRANZBURG, SD
57246=LABOLT, SD
57247=LAKE CITY, SD
57248=LAKE NORDEN, SD
57249=LAKE PRESTON, SD
57251=MARVIN, SD
57252=MILBANK, SD
57255=NEW EFFINGTON, SD
57256=ORTLEY, SD
57257=PEEVER, SD
57258=RAYMOND, SD
57259=ALBEE, SD
57260=ROSHOLT, SD
57261=ROSLYN, SD
57262=AGENCY VILLAGE, SD
57263=SOUTH SHORE, SD
57264=STOCKHOLM, SD
57265=STRANDBURG, SD
57266=SUMMIT, SD
57268=TORONTO, SD
57269=TWIN BROOKS, SD
57270=VEBLEN, SD
57271=VIENNA, SD
57272=WALLACE, SD
57273=WAUBAY, SD
57274=LILY, SD
57276=WHITE, SD
57278=WILLOW LAKE, SD
57279=WILMOT, SD
57301=LOOMIS, SD
57311=FARMER, SD
57312=ALPENA, SD
57313=ARMOUR, SD
57314=FORESTBURG, SD
57315=AVON, SD
57316=BANCROFT, SD
57317=BONESTEEL, SD
57319=DOLTON, SD
57321=CANOVA, SD
57322=CARPENTER, SD
57323=CARTHAGE, SD
57324=CAVOUR, SD
57325=CHAMBERLAIN, SD
57328=CORSICA, SD
57329=DANTE, SD
57330=DELMONT, SD
57331=DIMOCK, SD
57332=EMERY, SD
57334=ETHAN, SD
57335=FAIRFAX, SD
57336=57336, SD
57337=FEDORA, SD
57339=FORT THOMPSON, SD
57340=FULTON, SD
57341=GANN VALLEY, SD
57342=GEDDES, SD
57344=HARRISON, SD
57345=HIGHMORE, SD
57348=HITCHCOCK, SD
57349=ROSWELL, SD
57350=HURON, SD
57353=IROQUOIS, SD
57354=KAYLOR, SD
57355=KIMBALL, SD
57356=LAKE ANDES, SD
57357=RAVINIA, SD
57358=LANE, SD
57359=LETCHER, SD
57361=MARTY, SD
57362=MILLER, SD
57363=MOUNT VERNON, SD
57364=NEW HOLLAND, SD
57366=PARKSTON, SD
57368=PLANKINTON, SD
57369=ACADEMY, SD
57370=PUKWANA, SD
57371=REE HEIGHTS, SD
57373=SAINT LAWRENCE, SD
57374=SPENCER, SD
57375=STICKNEY, SD
57376=TRIPP, SD
57379=VIRGIL, SD
57380=WAGNER, SD
57381=WESSINGTON, SD
57382=WESSINGTON SPRIN, SD
57383=WHITE LAKE, SD
57384=WOLSEY, SD
57385=WOONSOCKET, SD
57386=YALE, SD
57401=ABERDEEN, SD
57420=AKASKA, SD
57421=AMHERST, SD
57422=ANDOVER, SD
57424=ATHOL, SD
57425=57425, SD
57426=BARNARD, SD
57427=BATH, SD
57428=BOWDLE, SD
57429=BRENTFORD, SD
57430=BRITTON, SD
57432=CLAREMONT, SD
57433=COLUMBIA, SD
57434=VERDON, SD
57435=CRESBARD, SD
57436=DOLAND, SD
57437=ARTAS, SD
57438=MIRANDA, SD
57440=FRANKFORT, SD
57441=FREDERICK, SD
57442=GETTYSBURG, SD
57445=GROTON, SD
57446=HECLA, SD
57448=HOSMER, SD
57449=HOUGHTON, SD
57450=HOVEN, SD
57451=IPSWICH, SD
57452=JAVA, SD
57454=LANGFORD, SD
57455=LEBANON, SD
57456=LEOLA, SD
57457=LONGLAKE, SD
57460=MANSFIELD, SD
57461=MELLETTE, SD
57462=MINA, SD
57465=NORTHVILLE, SD
57466=ONAKA, SD
57467=ORIENT, SD
57468=PIERPONT, SD
57469=REDFIELD, SD
57470=ROCKHAM, SD
57471=ROSCOE, SD
57472=SELBY, SD
57473=SENECA, SD
57474=STRATFORD, SD
57475=TOLSTOY, SD
57476=TULARE, SD
57477=TURTON, SD
57479=WARNER, SD
57481=WETONKA, SD
57483=ZELL, SD
57501=PIERRE, SD
57520=AGAR, SD
57521=BELVIDERE, SD
57522=BLUNT, SD
57523=LUCAS, SD
57526=CARTER, SD
57527=CEDARBUTTE, SD
57528=COLOME, SD
57529=DALLAS, SD
57531=DRAPER, SD
57532=FORT PIERRE, SD
57533=DIXON, SD
57534=HAMILL, SD
57536=HARROLD, SD
57537=HAYES, SD
57538=HERRICK, SD
57540=HOLABIRD, SD
57541=IDEAL, SD
57542=IONA, SD
57543=KADOKA, SD
57544=KENNEBEC, SD
57545=KEYAPAHA, SD
57547=LONG VALLEY, SD
57548=LOWER BRULE, SD
57551=VETAL, SD
57552=OTTUMWA, SD
57553=MILESVILLE, SD
57555=MISSION, SD
57557=MISSION RIDGE, SD
57559=MURDO, SD
57560=NORRIS, SD
57562=OKATON, SD
57564=ONIDA, SD
57566=PARMELEE, SD
57567=PHILIP, SD
57568=PRESHO, SD
57569=RELIANCE, SD
57571=SAINT CHARLES, SD
57572=SAINT FRANCIS, SD
57574=TUTHILL, SD
57576=VIVIAN, SD
57577=WANBLEE, SD
57578=WEWELA, SD
57579=WHITE RIVER, SD
57580=CLEARFIELD, SD
57584=WITTEN, SD
57585=WOOD, SD
57601=MOBRIDGE, SD
57620=BISON, SD
57622=CHERRY CREEK, SD
57623=DUPREE, SD
57626=FAITH, SD
57628=FIRESTEEL, SD
57629=GLAD VALLEY, SD
57630=GLENCROSS, SD
57631=GLENHAM, SD
57632=HERREID, SD
57633=ISABEL, SD
57634=KELDRON, SD
57638=LEMMON, SD
57640=LODGEPOLE, SD
57641=MC INTOSH, SD
57642=MC LAUGHLIN, SD
57643=MAHTO, SD
57644=MEADOW, SD
57645=MORRISTOWN, SD
57646=MOUND CITY, SD
57647=PARADE, SD
57648=POLLOCK, SD
57649=PRAIRIE CITY, SD
57650=RALPH, SD
57651=REVA, SD
57653=SHADEHILL, SD
57656=TIMBER LAKE, SD
57657=TRAIL CITY, SD
57658=WAKPALA, SD
57660=WATAUGA, SD
57701=ROCKERVILLE, SD
57702=SILVER CITY, SD
57706=ELLSWORTH AFB, SD
57708=BETHLEHEM, SD
57714=ALLEN, SD
57716=DENBY, SD
57717=BELLE FOURCHE, SD
57718=BLACK HAWK, SD
57719=BOX ELDER, SD
57720=BUFFALO, SD
57722=BUFFALO GAP, SD
57724=SKY RANCH, SD
57725=CAPUTA, SD
57729=CREIGHTON, SD
57730=CRAZY HORSE, SD
57732=DEADWOOD, SD
57735=EDGEMONT, SD
57736=ELM SPRINGS, SD
57737=ENNING, SD
57738=FAIRBURN, SD
57741=FORT MEADE, SD
57742=FRUITDALE, SD
57744=HERMOSA, SD
57745=HILL CITY, SD
57747=HOT SPRINGS, SD
57748=PLAINVIEW, SD
57750=INTERIOR, SD
57751=KEYSTONE, SD
57752=KYLE, SD
57754=SPEARFISH CANYON, SD
57755=LUDLOW, SD
57756=MANDERSON, SD
57757=MARCUS, SD
57758=MUD BUTTE, SD
57759=NEMO, SD
57760=NEWELL, SD
57761=NEW UNDERWOOD, SD
57762=NISLAND, SD
57763=OELRICHS, SD
57765=OPAL, SD
57766=ORAL, SD
57767=OWANKA, SD
57769=PIEDMONT, SD
57770=PINE RIDGE, SD
57772=PORCUPINE, SD
57774=PROVO, SD
57775=COTTONWOOD, SD
57777=REDOWL, SD
57778=ROCHFORD, SD
57779=SAINT ONGE, SD
57780=SCENIC, SD
57782=SMITHWICK, SD
57783=SPEARFISH, SD
57785=HEREFORD, SD
57787=STONEVILLE, SD
57788=VALE, SD
57790=WALL, SD
57791=WASTA, SD
57792=WHITE OWL, SD
57793=WHITEWOOD, SD
57794=WOUNDED KNEE, SD
57795=ZEONA, SD
58002=ABSARAKA, ND
58003=ALICE, ND
58004=AMENIA, ND
58005=ARGUSVILLE, ND
58006=ARTHUR, ND
58007=AYR, ND
58008=BARNEY, ND
58009=BLANCHARD, ND
58011=BUFFALO, ND
58012=CASSELTON, ND
58013=CAYUGA, ND
58014=CHAFFEE, ND
58015=CHRISTINE, ND
58016=CLIFFORD, ND
58017=BRAMPTON, ND
58018=COLFAX, ND
58021=DAVENPORT, ND
58027=ENDERLIN, ND
58029=ERIE, ND
58030=FAIRMOUNT, ND
58031=FINGAL, ND
58032=FORMAN, ND
58033=ENGLEVALE, ND
58035=GALESBURG, ND
58036=GARDNER, ND
58038=GRANDIN, ND
58039=GREAT BEND, ND
58040=CRETE, ND
58041=HANKINSON, ND
58042=PROSPER, ND
58043=HAVANA, ND
58045=KELSO, ND
58046=COLGATE, ND
58047=HICKSON, ND
58048=HUNTER, ND
58049=HASTINGS, ND
58051=KINDRED, ND
58052=LEONARD, ND
58053=GENESEO, ND
58054=ELLIOTT, ND
58056=LUVERNE, ND
58057=MCLEOD, ND
58058=MANTADOR, ND
58059=DURBIN, ND
58060=DELAMERE, ND
58061=MOORETON, ND
58062=NOME, ND
58063=ORISKA, ND
58064=PAGE, ND
58067=RUTLAND, ND
58068=SHELDON, ND
58069=STIRUM, ND
58071=TOWER CITY, ND
58072=VALLEY CITY, ND
58075=DWIGHT, ND
58077=WALCOTT, ND
58078=RIVERSIDE, ND
58079=EMBDEN, ND
58081=WYNDMERE, ND
58102=NORTH RIVER, ND
58103=FARGO, ND
58104=BRIARWOOD, ND
58201=GRAND FORKS, ND
58203=GRAND FORKS, ND
58205=GRAND FORKS, ND
58210=ADAMS, ND
58212=ANETA, ND
58213=ARDOCH, ND
58214=ARVILLA, ND
58216=BATHGATE, ND
58218=BUXTON, ND
58219=CALEDONIA, ND
58220=CONCRETE, ND
58222=CRYSTAL, ND
58223=CUMMINGS, ND
58224=DAHLEN, ND
58225=BOWESMONT, ND
58227=GARDAR, ND
58228=EMERADO, ND
58229=FAIRDALE, ND
58230=FINLEY, ND
58231=FORDVILLE, ND
58233=FOREST RIVER, ND
58235=HONEYFORD, ND
58237=NASH, ND
58238=HAMILTON, ND
58239=HANNAH, ND
58240=HATTON, ND
58241=HENSEL, ND
58243=HOOPLE, ND
58244=ORR, ND
58245=58245, ND
58246=58246, ND
58249=LANGDON, ND
58250=LANKIN, ND
58251=MCCANNA, ND
58254=KLOTEN, ND
58255=MAIDA, ND
58256=MANVEL, ND
58257=MAYVILLE, ND
58258=MEKINOCK, ND
58259=WHITMAN, ND
